Option,LossRate,CompletionTime,Throughput,DataRetrans,ACKRetrans,ACKEfficiency
1,0,0.4472081661224365,1241437.5274354958,7,1538,0.9872727272727273
1,0,0.2156531810760498,2574416.000866763,0,0,1.0
1,0,0.21472477912902832,2585546.9604017674,0,0,1.0
1,0,0.17797613143920898,3119412.6735451166,0,0,1.0
1,0,0.18262887001037598,3039941.056244052,0,0,1.0
1,0,0.24763822555541992,2512150.8436986385,1.4,307.6,0.9974545454545455
1,0,0.21619510650634766,2567962.8413962247,0,0,1.0
1,0,0.19199514389038086,2891640.844400623,0,0,1.0
1,0,0.2049088478088379,2709404.7228157544,0,0,1.0
1,0,0.17508673667907715,3170891.2424223856,0,0,1.0
1,0,0.2092149257659912,2653639.543007438,0,0,1.0
1,5,0.19948015213012696,2798707.8388084853,0.0,0.0,1.0
1,0,0.2406458854675293,2307045.4702410083,1,429,0.9981617647058824
1,0,0.21391677856445312,2595313.0171728157,0,0,1.0
1,0,0.19891595840454102,2791032.979218855,0,0,1.0
1,0,0.19717025756835938,2815744.1535395747,0,0,1.0
1,0,0.20204710960388184,2747779.9662090964,0,0,1.0
1,10,0.21053919792175294,2651383.1172762704,0.2,85.8,0.9996323529411765
1,0,0.19684696197509766,2820368.6479562423,0,0,1.0
1,0,0.18496274948120117,3001582.7595405974,0,0,1.0
1,0,0.18915510177612305,2935056.97063932,0,0,1.0
1,0,0.2141571044921875,2592400.5711435694,0,0,1.0
1,0,0.21867990493774414,2538783.799810294,0,0,1.0
1,15,0.2007603645324707,2777638.5498180045,0.0,0.0,1.0
1,0,0.19684696197509766,2820368.6479562423,0,0,1.0
1,0,0.21223998069763184,2615817.2375210486,0,0,1.0
1,0,0.21422600746154785,2591566.7596972384,0,0,1.0
1,0,0.1968848705291748,2819825.6092904415,0,0,1.0
1,0,0.19398903846740723,2861919.4382639197,0,0,1.0
1,20,0.20283737182617187,2741899.538545778,0.0,0.0,1.0
1,0,0.20509004592895508,2707010.9496797295,0,0,1.0
1,0,0.2128591537475586,2608208.2458075527,0,0,1.0
1,0,0.21502995491027832,2581877.488797551,0,0,1.0
1,0,0.21524500846862793,2579297.9077650383,0,0,1.0
1,0,0.21263575553894043,2610948.467217352,0,0,1.0
1,25,0.21217198371887208,2617468.6118534445,0.0,0.0,1.0
1,0,0.2060239315032959,2694740.3437503977,0,0,1.0
1,0,0.21245789527893066,2613134.236650122,0,0,1.0
1,0,0.2152080535888672,2579740.8170449613,0,0,1.0
1,0,0.21436309814453125,2589909.386482543,0,0,1.0
1,0,0.21828198432922363,2543411.9160408983,0,0,1.0
1,30,0.21326699256896972,2604187.3399937847,0.0,0.0,1.0
1,0,0.21274089813232422,2609658.062337779,0,0,1.0
1,0,0.22527480125427246,2464461.1687987037,0,0,1.0
1,0,0.2120370864868164,2618320.2627362967,0,0,1.0
1,0,0.2172091007232666,2555974.8562622317,0,0,1.0
1,0,0.20668697357177734,2686095.7437513554,0,0,1.0
1,35,0.2147897720336914,2586902.0187772727,0.0,0.0,1.0
1,0,0.2119300365447998,2619642.8267148463,0,0,1.0
1,0,0.21114110946655273,2629431.101326799,0,0,1.0
1,0,0.20570015907287598,2698981.870030101,0,0,1.0
1,0,0.2142040729522705,2591832.136281119,0,0,1.0
1,0,0.21553611755371094,2575814.2361530224,0,0,1.0
1,40,0.211702299118042,2623140.434101178,0.0,0.0,1.0
1,0,0.20673894882202148,2685420.445268623,0,0,1.0
1,0,0.20848369598388672,2662946.842821267,0,0,1.0
1,0,0.21261906623840332,2611153.410755235,0,0,1.0
1,0,0.21043682098388672,2638231.2629713723,0,0,1.0
1,0,0.2122659683227539,2615496.984216698,0,0,1.0
1,45,0.21010890007019042,2642649.789206639,0.0,0.0,1.0
1,0,0.20809602737426758,2667907.7299322425,0,0,1.0
1,0,0.2119290828704834,2619654.6150265215,0,0,1.0
1,0,0.21030402183532715,2639897.2076469343,0,0,1.0
1,0,0.21625494956970215,2567252.22291875,0,0,1.0
1,0,0.2128129005432129,2608775.119284967,0,0,1.0
1,50,0.21187939643859863,2620697.378961883,0.0,0.0,1.0
1,0,0.20102930068969727,2761691.9428922483,0,0,1.0
1,0,0.2204439640045166,2518467.686366886,0,0,1.0
1,0,0.21239614486694336,2613893.9590819594,0,0,1.0
1,0,0.2187647819519043,2537798.79488124,0,0,1.0
1,0,0.21187472343444824,2620326.724210531,0,0,1.0
1,55,0.21290178298950196,2610435.8214865727,0.0,0.0,1.0
1,0,0.20956802368164062,2649168.466862042,0,0,1.0
1,0,0.20911407470703125,2654919.334233281,0,0,1.0
1,0,0.21442198753356934,2589198.0873140744,0,0,1.0
1,0,0.20283770561218262,2737070.005423367,0,0,1.0
1,0,0.21138310432434082,2626420.8853142043,0,0,1.0
1,60,0.20946497917175294,2651355.355829394,0.0,0.0,1.0
2,0,0.21492815017700195,2583100.443300639,0,0,1.0
2,0,0.2149519920349121,2582813.933214578,0,0,1.0
2,0,0.21288204193115234,2607927.822204701,0,0,1.0
2,0,0.20981097221374512,2646100.8885388933,0,0,1.0
2,0,0.21323013305664062,2603670.4664651053,0,0,1.0
2,0,0.21316065788269042,2604722.7107447833,0.0,0.0,1.0
2,5,0.20701289176940918,2681866.792230572,0,33,1.0
2,5,0.2181260585784912,2545230.0546668605,0,25,1.0
2,5,0.2136540412902832,2598504.5574012697,0,25,1.0
2,5,0.21463704109191895,2586603.8647180293,0,25,1.0
2,5,0.20916390419006348,2654286.848152906,0,15,1.0
2,5,0.2125187873840332,2613298.4234339274,0.0,24.6,1.0
2,10,0.2167339324951172,2561578.5844355854,0,68,1.0
2,10,0.2198200225830078,2525616.1539622904,0,57,1.0
2,10,0.21369004249572754,2598066.7770754932,0,72,1.0
2,10,0.22500896453857422,2467372.8050724976,0,60,1.0
2,10,0.21134495735168457,2626894.9444398694,0,67,1.0
2,10,0.21731958389282227,2555905.8529971475,0.0,64.8,1.0
2,15,0.22218799591064453,2498699.3456805493,0,95,1.0
2,15,0.23068523406982422,2406660.3232695716,0,91,1.0
2,15,0.22062993049621582,2516344.898225503,0,98,1.0
2,15,0.21884393692016602,2536880.8833051166,0,88,1.0
2,15,0.22034788131713867,2519565.8641298586,0,81,1.0
2,15,0.22253899574279784,2495630.26292212,0.0,90.6,1.0
2,20,0.22772002220153809,2437998.1814188063,0,109,1.0
2,20,0.22600769996643066,2456469.40384094,0,146,1.0
2,20,0.22761917114257812,2439078.3834822103,0,125,1.0
2,20,0.2213129997253418,2508578.351425364,0,142,1.0
2,20,0.22368526458740234,2481973.9513197555,0,142,1.0
2,20,0.22526903152465821,2464819.6542974156,0.0,132.8,1.0
2,25,0.22176790237426758,2503432.6160647287,0,199,1.0
2,25,0.22914910316467285,2422793.6846911055,0,197,1.0
2,25,0.25433993339538574,2182830.6416080557,0,191,1.0
2,25,0.22446203231811523,2473384.893945799,0,167,1.0
2,25,0.21155214309692383,2624322.2681305604,0,158,1.0
2,25,0.22825422286987304,2441352.82088805,0.0,182.4,1.0
2,30,0.2266407012939453,2449608.551466442,0,212,1.0
2,30,0.24229693412780762,2291324.9067656435,0,254,1.0
2,30,0.23867392539978027,2326106.628824529,0,225,1.0
2,30,0.2418220043182373,2295824.9873298663,0,243,1.0
2,30,0.23398399353027344,2372730.6796657834,0,225,1.0
2,30,0.23668351173400878,2347119.150810453,0.0,231.8,1.0
2,35,0.22922706604003906,2421969.6634909012,0,306,1.0
2,35,0.21280717849731445,2608845.2650905577,0,272,1.0
2,35,0.21736621856689453,2554127.3324821764,0,286,1.0
2,35,0.24297785758972168,2284903.676027329,0,326,1.0
2,35,0.23509979248046875,2361469.545091676,0,293,1.0
2,35,0.2274956226348877,2446263.096436528,0.0,296.6,1.0
2,40,0.23947405815124512,2318334.621653938,0,345,1.0
2,40,0.2545199394226074,2181286.862080271,0,384,1.0
2,40,0.24607586860656738,2256137.5202850066,0,361,1.0
2,40,0.264127254486084,2101945.1441322225,0,387,1.0
2,40,0.2555718421936035,2172308.9493537922,0,319,1.0
2,40,0.2519537925720215,2206002.619501046,0.0,359.2,1.0
2,45,0.25390005111694336,2186612.3994763996,0,485,1.0
2,45,0.25644493103027344,2164913.1365925134,0,398,1.0
2,45,0.26188182830810547,2119967.6342064724,0,479,1.0
2,45,0.25965118408203125,2138180.1202362413,0,390,1.0
2,45,0.2699708938598633,2056447.612045852,0,444,1.0
2,45,0.26036977767944336,2133224.180511496,0.0,439.2,1.0
2,50,0.2650167942047119,2094889.879209508,0,559,1.0
2,50,0.2680680751800537,2071044.8255619423,0,592,1.0
2,50,0.274151086807251,2025091.370111308,0,494,1.0
2,50,0.2762718200683594,2009546.250003452,0,565,1.0
2,50,0.2736177444458008,2029038.727457138,0,514,1.0
2,50,0.27142510414123533,2045922.2104686697,0.0,544.8,1.0
2,55,0.2665438652038574,2082887.931318126,0,597,1.0
2,55,0.2928168773651123,1896000.684782069,0,642,1.0
2,55,0.2793619632720947,1987317.7919331177,0,683,1.0
2,55,0.2854149341583252,1945171.515419128,0,650,1.0
2,55,0.2720770835876465,2040528.341010223,0,659,1.0
2,55,0.27924294471740724,1990381.2528925326,0.0,646.2,1.0
2,60,0.2861897945404053,1939904.9532551295,0,807,1.0
2,60,0.312406063079834,1777113.3969897567,0,791,1.0
2,60,0.305743932723999,1815836.523896527,0,808,1.0
2,60,0.2806119918823242,1978464.9838942643,0,727,1.0
2,60,0.29961228370666504,1852998.1252155507,0,774,1.0
2,60,0.29691281318664553,1872863.5966502458,0.0,781.4,1.0
3,0,0.22204184532165527,2500344.0193705433,0,0,1.0
3,0,0.22293901443481445,2490281.9338619187,0,0,1.0
3,0,0.2206559181213379,2516048.5371378437,0,0,1.0
3,0,0.22098779678344727,2512269.9446795196,0,0,1.0
3,0,0.21855998039245605,2540176.838427109,0,0,1.0
3,0,0.2210369110107422,2511824.2546953866,0.0,0.0,1.0
3,5,0.20300793647766113,2734774.8547805753,0,0,1.0
3,5,0.21209001541137695,2617666.8379374305,0,0,1.0
3,5,0.2154698371887207,2576606.5786448848,0,0,1.0
3,5,0.21340298652648926,2601561.529370099,0,0,1.0
3,5,0.21873211860656738,2538177.765281019,0,0,1.0
3,5,0.2125405788421631,2613757.5132028013,0.0,0.0,1.0
3,10,0.20117998123168945,2759623.4804327986,0,0,1.0
3,10,0.21401691436767578,2594098.7030876107,0,0,1.0
3,10,0.21119308471679688,2628783.9904629444,0,0,1.0
3,10,0.21551179885864258,2576104.8951391825,0,0,1.0
3,10,0.21473073959350586,2585475.191167229,0,0,1.0
3,10,0.2113265037536621,2628817.2520579533,0.0,0.0,1.0
3,15,0.20177721977233887,2751455.2962242193,0,0,1.0
3,15,0.21581387519836426,2572499.101319172,0,0,1.0
3,15,0.20908689498901367,2655264.4537055832,0,0,1.0
3,15,0.20977091789245605,2646606.1433960376,0,0,1.0
3,15,0.2139298915863037,2595153.935166786,0,0,1.0
3,15,0.2100757598876953,2644195.785962359,0.0,0.0,1.0
3,20,0.20589327812194824,2696450.340992544,0,0,1.0
3,20,0.21460199356079102,2587026.293596532,0,0,1.0
3,20,0.21534395217895508,2578112.802251505,0,0,1.0
3,20,0.21586990356445312,2571831.417130538,0,0,1.0
3,20,0.21689105033874512,2559722.9536806904,0,0,1.0
3,20,0.21372003555297853,2598628.7615303616,0.0,0.0,1.0
3,25,0.2023780345916748,2743286.8449392403,0,0,1.0
3,25,0.2104499340057373,2638066.876204697,0,0,1.0
3,25,0.20998096466064453,2643958.707863076,0,0,1.0
3,25,0.21541595458984375,2577251.0724986717,0,0,1.0
3,25,0.21659493446350098,2563222.4565877607,0,0,1.0
3,25,0.21096396446228027,2633157.1916186893,0.0,0.0,1.0
3,30,0.20354413986206055,2727570.542567522,0,0,1.0
3,30,0.20985865592956543,2645499.6461348473,0,0,1.0
3,30,0.20345091819763184,2728820.3214728097,0,0,1.0
3,30,0.21091198921203613,2632287.5341233443,0,0,1.0
3,30,0.2165699005126953,2563518.746998987,0,0,1.0
3,30,0.20886712074279784,2659539.358259502,0.0,0.0,1.0
3,35,0.19775009155273438,2807487.9543201067,0,0,1.0
3,35,0.21261811256408691,2611165.1227863217,0,0,1.0
3,35,0.21472597122192383,2585532.6062361067,0,0,1.0
3,35,0.21041417121887207,2638515.2520098216,0,0,1.0
3,35,0.21683216094970703,2560418.1481582476,0,0,1.0
3,35,0.21046810150146483,2640623.816702121,0.0,0.0,1.0
3,40,0.2024390697479248,2742459.7469811835,0,0,1.0
3,40,0.21507787704467773,2581302.2130801175,0,0,1.0
3,40,0.21535372734069824,2577995.778645992,0,0,1.0
3,40,0.21601009368896484,2570162.3036162877,0,0,1.0
3,40,0.21658015251159668,2563397.4007395394,0,0,1.0
3,40,0.21309218406677247,2607063.488612624,0.0,0.0,1.0
3,45,0.19416284561157227,2859357.557576457,0,0,1.0
3,45,0.21634221076965332,2566216.7268463364,0,0,1.0
3,45,0.21670126914978027,2561964.690738697,0,0,1.0
3,45,0.21703886985778809,2557979.5930736978,0,0,1.0
3,45,0.21834707260131836,2542653.7364836093,0,0,1.0
3,45,0.21251845359802246,2617634.4609437594,0.0,0.0,1.0
3,50,0.20174002647399902,2751962.561438217,0,0,1.0
3,50,0.21526694297790527,2579035.0915931533,0,0,1.0
3,50,0.22249317169189453,2495272.083085799,0,0,1.0
3,50,0.2400829792022705,2312454.643160099,0,0,1.0
3,50,0.20681190490722656,2684473.121840098,0,0,1.0
3,50,0.21727900505065917,2564639.5002234736,0.0,0.0,1.0
3,55,0.2037041187286377,2725428.447225353,0,0,1.0
3,55,0.21915507316589355,2533279.2528135786,0,0,1.0
3,55,0.21147489547729492,2625280.8814349654,0,0,1.0
3,55,0.21556520462036133,2575466.6713384786,0,0,1.0
3,55,0.20807981491088867,2668115.598996276,0,0,1.0
3,55,0.21159582138061522,2625514.1703617303,0.0,0.0,1.0
3,60,0.20838022232055664,2664269.1605633805,0,0,1.0
3,60,0.21532726287841797,2578312.623206828,0,0,1.0
3,60,0.20619487762451172,2692506.2658976647,0,0,1.0
3,60,0.21465277671813965,2586414.2476433353,0,0,1.0
3,60,0.21890568733215332,2536165.26261195,0,0,1.0
3,60,0.21269216537475585,2611533.5119846314,0.0,0.0,1.0
4,0,0.20477294921875,2711202.832786885,0,0,1.0
4,0,0.21211004257202148,2617419.6811614404,0,0,1.0
4,0,0.21889996528625488,2536231.5579812513,0,0,1.0
4,0,0.22054505348205566,2517313.316415739,0,0,1.0
4,0,0.21478772163391113,2584789.278347403,0,0,1.0
4,0,0.21422314643859863,2593391.3333385433,0.0,0.0,1.0
4,5,0.20540404319763184,2702872.793335554,0,0,1.0
4,5,0.21768999099731445,2550328.554181662,0,0,1.0
4,5,0.21519207954406738,2579932.315242621,0,0,1.0
4,5,0.21085095405578613,2633049.504026016,0,0,1.0
4,5,0.21475887298583984,2585136.494158292,0,0,1.0
4,5,0.21277918815612792,2610263.9321888294,0.0,0.0,1.0
4,10,0.1995091438293457,2782734.6122786514,0,0,1.0
4,10,0.2075209617614746,2675300.824010864,0,0,1.0
4,10,0.21122097969055176,2628436.819170923,0,0,1.0
4,10,0.21410894393920898,2592983.692253557,0,0,1.0
4,10,0.21549391746520996,2576318.656834619,0,0,1.0
4,10,0.2095707893371582,2651154.920909723,0.0,0.0,1.0
4,15,0.20002317428588867,2775583.3891851557,0,0,1.0
4,15,0.2120678424835205,2617940.530248674,0,0,1.0
4,15,0.21267199516296387,2610503.5577184586,0,0,1.0
4,15,0.21709203720092773,2557353.126158915,0,0,1.0
4,15,0.21462416648864746,2586759.026641887,0,0,1.0
4,15,0.21129584312438965,2629627.925990618,0.0,0.0,1.0
4,20,0.20482182502746582,2710555.869354022,0,0,1.0
4,20,0.21979117393493652,2525947.6532226307,0,0,1.0
4,20,0.2021181583404541,2746814.064399082,0,0,1.0
4,20,0.21520280838012695,2579803.6939153094,0,0,1.0
4,20,0.2020113468170166,2748266.415464707,0,0,1.0
4,20,0.2087890625,2662277.5392711502,0.0,0.0,1.0
4,25,0.20342516899108887,2729165.730835991,0,0,1.0
4,25,0.21297097206115723,2606838.8317285464,0,0,1.0
4,25,0.20767807960510254,2673276.838150999,0,0,1.0
4,25,0.2133190631866455,2602585.0278286627,0,0,1.0
4,25,0.202286958694458,2744521.9582275036,0,0,1.0
4,25,0.20793604850769043,2671277.6773543404,0.0,0.0,1.0
4,30,0.19894003868103027,2790695.1445311983,0,0,1.0
4,30,0.21401715278625488,2594095.813219585,0,0,1.0
4,30,0.21464109420776367,2586555.021298055,0,0,1.0
4,30,0.21374893188476562,2597350.990737601,0,0,1.0
4,30,0.21715092658996582,2556659.594864717,0,0,1.0
4,30,0.21169962882995605,2625071.312930231,0.0,0.0,1.0
4,35,0.2042388916015625,2718292.2686589467,0,0,1.0
4,35,0.20447897911071777,2715100.605521852,0,0,1.0
4,35,0.21415185928344727,2592464.066656424,0,0,1.0
4,35,0.211151123046875,2629306.40381558,0,0,1.0
4,35,0.2176220417022705,2551124.8569184234,0,0,1.0
4,35,0.2103285789489746,2641257.640314245,0.0,0.0,1.0
4,40,0.20599603652954102,2695105.2522818022,0,0,1.0
4,40,0.21321892738342285,2603807.3017863035,0,0,1.0
4,40,0.21488308906555176,2583642.1209983523,0,0,1.0
4,40,0.21587204933166504,2571805.85313767,0,0,1.0
4,40,0.21654033660888672,2563868.7400895804,0,0,1.0
4,40,0.2133020877838135,2603645.853658742,0.0,0.0,1.0
4,45,0.21371006965637207,2597823.307496388,0,0,1.0
4,45,0.1975092887878418,2810910.8356739506,0,0,1.0
4,45,0.21628022193908691,2566952.2391943955,0,0,1.0
4,45,0.21285676956176758,2608237.4600676983,0,0,1.0
4,45,0.2147519588470459,2585219.7250290043,0,0,1.0
4,45,0.21102166175842285,2633828.7134922873,0.0,0.0,1.0
4,50,0.20192408561706543,2749454.074799482,0,0,1.0
4,50,0.21725010871887207,2555492.392035671,0,0,1.0
4,50,0.21157073974609375,2624091.5953986514,0,0,1.0
4,50,0.2068042755126953,2684572.157048651,0,0,1.0
4,50,0.2072138786315918,2679265.518633833,0,0,1.0
4,50,0.20895261764526368,2658575.147583258,0.0,0.0,1.0
4,55,0.20332002639770508,2730577.0603926424,0,0,1.0
4,55,0.21679377555847168,2560871.4944413225,0,0,1.0
4,55,0.21605610847473145,2569614.9204915003,0,0,1.0
4,55,0.21325898170471191,2603318.2544626836,0,0,1.0
4,55,0.21616888046264648,2568274.391817161,0,0,1.0
4,55,0.2131195545196533,2606531.224321062,0.0,0.0,1.0
4,60,0.20198416709899902,2748636.232105696,0,0,1.0
4,60,0.21524500846862793,2579297.9077650383,0,0,1.0
4,60,0.21140789985656738,2626112.838624622,0,0,1.0
4,60,0.21791720390319824,2547669.4361708993,0,0,1.0
4,60,0.21479511260986328,2584700.337238988,0,0,1.0
4,60,0.21226987838745118,2617283.3503810493,0.0,0.0,1.0
5,0,0.20136404037475586,2757101.014494744,0,0,1.0
5,0,0.21305394172668457,2605823.6496380423,0,0,1.0
5,0,0.21468400955200195,2586037.9688200345,0,0,1.0
5,0,0.21571898460388184,2573630.6937447432,0,0,1.0
5,0,0.21124792098999023,2628101.604021498,0,0,1.0
5,0,0.2112137794494629,2630138.9861438125,0.0,0.0,1.0
5,5,0.2031872272491455,2732361.7114930376,0,0,1.0
5,5,0.21481990814208984,2584401.998872389,0,0,1.0
5,5,0.21487903594970703,2583690.8544672616,0,0,1.0
5,5,0.20357894897460938,2727104.166694774,0,0,1.0
5,5,0.20844197273254395,2663479.8775022333,0,0,1.0
5,5,0.20898141860961914,2658207.721805939,0.0,0.0,1.0
5,10,0.20043182373046875,2769924.4045525487,0,0,1.0
5,10,0.21770286560058594,2550177.731783177,0,0,1.0
5,10,0.2124779224395752,2612887.9350177348,0,0,1.0
5,10,0.21211624145507812,2617343.1897131554,0,0,1.0
5,10,0.21461701393127441,2586845.2357546194,0,0,1.0
5,10,0.21146917343139648,2627435.6993642473,0.0,0.0,1.0
5,15,0.19922828674316406,2786657.5026854184,0,0,1.0
5,15,0.19718289375305176,2815563.710588904,0,0,1.0
5,15,0.20984601974487305,2645658.9487614725,0,0,1.0
5,15,0.21201610565185547,2618579.368265749,0,0,1.0
5,15,0.21575307846069336,2573224.0019979356,0,0,1.0
5,15,0.20680527687072753,2687936.706459896,0.0,0.0,1.0
5,20,0.2034611701965332,2728682.821708551,0,0,1.0
5,20,0.21373677253723145,2597498.7523650913,0,0,1.0
5,20,0.20137906074523926,2756895.369088789,0,0,1.0
5,20,0.21555304527282715,2575611.9534163997,0,0,1.0
5,20,0.20891785621643066,2657412.870563129,0,0,1.0
5,20,0.20860958099365234,2663220.353428392,0.0,0.0,1.0
5,25,0.20080804824829102,2764734.80442149,0,0,1.0
5,25,0.21554183959960938,2575745.855335115,0,0,1.0
5,25,0.2143092155456543,2590560.5532942177,0,0,1.0
5,25,0.21284699440002441,2608357.2453768994,0,0,1.0
5,25,0.20851612091064453,2662532.7460312378,0,0,1.0
5,25,0.21040444374084472,2640386.240891792,0.0,0.0,1.0
5,30,0.2047722339630127,2711212.3028373094,0,0,1.0
5,30,0.21503472328186035,2581820.235945277,0,0,1.0
5,30,0.2186908721923828,2538656.480877748,0,0,1.0
5,30,0.21218204498291016,2616531.479111327,0,0,1.0
5,30,0.21401023864746094,2594179.6220065416,0,0,1.0
5,30,0.2129380226135254,2608480.0241556405,0.0,0.0,1.0
5,35,0.20128393173217773,2758198.3083414077,0,0,1.0
5,35,0.20152497291564941,2754899.266168751,0,0,1.0
5,35,0.21264910697937012,2610784.5355487913,0,0,1.0
5,35,0.21100711822509766,2631100.811526867,0,0,1.0
5,35,0.20988702774047852,2645142.0365362987,0,0,1.0
5,35,0.20727043151855468,2680024.9916244233,0.0,0.0,1.0
5,40,0.20026230812072754,2772269.0565681024,0,0,1.0
5,40,0.21885204315185547,2536786.917793475,0,0,1.0
5,40,0.21009206771850586,2642560.502302568,0,0,1.0
5,40,0.20119500160217285,2759417.458579668,0,0,1.0
5,40,0.20853614807128906,2662277.044698307,0,0,1.0
5,40,0.20778751373291016,2674662.1959884246,0.0,0.0,1.0
5,45,0.20244622230529785,2742362.854085578,0,0,1.0
5,45,0.2151949405670166,2579898.014967987,0,0,1.0
5,45,0.21663522720336914,2562745.7139222175,0,0,1.0
5,45,0.21377015113830566,2597093.1724738656,0,0,1.0
5,45,0.21376800537109375,2597119.2416574466,0,0,1.0
5,45,0.2123629093170166,2615843.7994214194,0.0,0.0,1.0
5,50,0.2008357048034668,2764354.080083954,0,0,1.0
5,50,0.21142888069152832,2625852.240167705,0,0,1.0
5,50,0.21055293083190918,2636776.404899431,0,0,1.0
5,50,0.21211600303649902,2617346.1316092657,0,0,1.0
5,50,0.2141270637512207,2592764.269373376,0,0,1.0
5,50,0.20981211662292482,2647418.6252267463,0.0,0.0,1.0
5,55,0.2067089080810547,2685810.7139838524,0,0,1.0
5,55,0.2147669792175293,2585038.919962078,0,0,1.0
5,55,0.212630033493042,2611018.7299489253,0,0,1.0
5,55,0.20592164993286133,2696078.8250337504,0,0,1.0
5,55,0.21175026893615723,2621866.7999301916,0,0,1.0
5,55,0.2103555679321289,2639962.7977717593,0.0,0.0,1.0
5,60,0.19101905822753906,2906416.800247631,0,0,1.0
5,60,0.2116069793701172,2623642.195794237,0,0,1.0
5,60,0.214249849319458,2591278.3685191553,0,0,1.0
5,60,0.21157002449035645,2624100.466676959,0,0,1.0
5,60,0.20717287063598633,2679795.8550059497,0,0,1.0
5,60,0.2071237564086914,2685046.7372487867,0.0,0.0,1.0
1,0,0.8853859901428223,923956.3411976267,10,3948,0.9876390605686032
1,0,0.8208358287811279,996615.8533975633,10,4233,0.9876390605686032
